image_path,articleType,group
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/33446.jpg,Wallets,Bags
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/22706.jpg,Sports Shoes,Shoes
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/47391.jpg,Handbags,Bags
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/55654.jpg,Heels,Shoes
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/28658.jpg,Casual Shoes,Shoes
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/17085.jpg,Wallets,Bags
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/42889.jpg,Clutches,Bags
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/42874.jpg,Handbags,Bags
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/38437.jpg,Handbags,Bags
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/17078.jpg,Wallets,Bags
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/16996.jpg,Flats,Shoes
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/18030.jpg,Handbags,Bags
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/21942.jpg,Handbags,Bags
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/9003.jpg,Handbags,Bags
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/29121.jpg,Heels,Shoes
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/14897.jpg,Wallets,Bags
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/47398.jpg,Handbags,Bags
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/34458.jpg,Heels,Shoes
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/31916.jpg,Clutches,Bags
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/42880.jpg,Handbags,Bags
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/43952.jpg,Heels,Shoes
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/39723.jpg,Dresses,Clothing
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/25972.jpg,Dresses,Clothing
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/4511.jpg,Sports Shoes,Shoes
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/34493.jpg,Skirts,Clothing
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/48129.jpg,Wallets,Bags
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/27084.jpg,Heels,Shoes
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/47353.jpg,Handbags,Bags
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/46281.jpg,Dresses,Clothing
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/3506.jpg,Casual Shoes,Shoes
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/26364.jpg,Skirts,Clothing
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/45404.jpg,Flats,Shoes
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/58189.jpg,Handbags,Bags
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/6410.jpg,Casual Shoes,Shoes
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/3162.jpg,Sports Shoes,Shoes
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/25185.jpg,Handbags,Bags
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/4175.jpg,Sports Shoes,Shoes
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/54112.jpg,Flats,Shoes
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/46611.jpg,Heels,Shoes
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/2878.jpg,Heels,Shoes
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/43363.jpg,Flats,Shoes
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/30691.jpg,Heels,Shoes
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/25171.jpg,Handbags,Bags
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/20403.jpg,Wallets,Bags
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/33226.jpg,Dresses,Clothing
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/11512.jpg,Heels,Shoes
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/57307.jpg,Heels,Shoes
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/21387.jpg,Heels,Shoes
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/31929.jpg,Clutches,Bags
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/22502.jpg,Heels,Shoes
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/2612.jpg,Flats,Shoes
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/27070.jpg,Handbags,Bags
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/12999.jpg,Heels,Shoes
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/35787.jpg,Flats,Shoes
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/21989.jpg,Handbags,Bags
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/25149.jpg,Handbags,Bags
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/42887.jpg,Clutches,Bags
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/39724.jpg,Dresses,Clothing
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/31911.jpg,Handbags,Bags
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/8310.jpg,Handbags,Bags
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/33448.jpg,Wallets,Bags
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/4529.jpg,Sports Shoes,Shoes
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/21945.jpg,Handbags,Bags
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/9004.jpg,Handbags,Bags
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/6870.jpg,Dresses,Clothing
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/38430.jpg,Wallets,Bags
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/18037.jpg,Handbags,Bags
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/42873.jpg,Handbags,Bags
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/11515.jpg,Heels,Shoes
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/25720.jpg,Handbags,Bags
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/57300.jpg,Heels,Shoes
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/22505.jpg,Casual Shoes,Shoes
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/27077.jpg,Heels,Shoes
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/46616.jpg,Heels,Shoes
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/30696.jpg,Clutches,Bags
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/43364.jpg,Flats,Shoes
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/25176.jpg,Handbags,Bags
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/20404.jpg,Wallets,Bags
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/15525.jpg,Heels,Shoes
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/54115.jpg,Heels,Shoes
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/25182.jpg,Handbags,Bags
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/21522.jpg,Handbags,Bags
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/47354.jpg,Handbags,Bags
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/45403.jpg,Flats,Shoes
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/4516.jpg,Sports Shoes,Shoes
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/34494.jpg,Skirts,Clothing
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/27083.jpg,Heels,Shoes
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/9209.jpg,Casual Shoes,Shoes
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/47337.jpg,Handbags,Bags
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/9058.jpg,Sports Shoes,Shoes
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/57999.jpg,Dresses,Clothing
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/40320.jpg,Casual Shoes,Shoes
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/17675.jpg,Flats,Shoes
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/54512.jpg,Handbags,Bags
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/15546.jpg,Heels,Shoes
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/47561.jpg,Flats,Shoes
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/17023.jpg,Flats,Shoes
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/13483.jpg,Flats,Shoes
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/21541.jpg,Handbags,Bags
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/20493.jpg,Handbags,Bags
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/47595.jpg,Heels,Shoes
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/54182.jpg,Handbags,Bags
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/13645.jpg,Flats,Shoes
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/35989.jpg,Dresses,Clothing
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/13477.jpg,Casual Shoes,Shoes
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/25115.jpg,Clutches,Bags
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/20467.jpg,Wallets,Bags
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/13013.jpg,Heels,Shoes
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/27226.jpg,Dresses,Clothing
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/58925.jpg,Handbags,Bags
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/33414.jpg,Handbags,Bags
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/33626.jpg,Wallets,Bags
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/16753.jpg,Clutches,Bags
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/50146.jpg,Heels,Shoes
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/39581.jpg,Heels,Shoes
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/38453.jpg,Handbags,Bags
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/7599.jpg,Sports Shoes,Shoes
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/9403.jpg,Sports Shoes,Shoes
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/27689.jpg,Handbags,Bags
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/18054.jpg,Wallets,Bags
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/3139.jpg,Heels,Shoes
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/34890.jpg,Handbags,Bags
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/48172.jpg,Wallets,Bags
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/53708.jpg,Handbags,Bags
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/36991.jpg,Handbags,Bags
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/56874.jpg,Heels,Shoes
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/47308.jpg,Clutches,Bags
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/50179.jpg,Handbags,Bags
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/51897.jpg,Wallets,Bags
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/46820.jpg,Heels,Shoes
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/48186.jpg,Handbags,Bags
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/2649.jpg,Handbags,Bags
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/14807.jpg,Handbags,Bags
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/33619.jpg,Wallets,Bags
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/56880.jpg,Heels,Shoes
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/55639.jpg,Heels,Shoes
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/9093.jpg,Handbags,Bags
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/27219.jpg,Dresses,Clothing
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/39575.jpg,Heels,Shoes
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/20458.jpg,Handbags,Bags
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/49602.jpg,Heels,Shoes
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/43936.jpg,Heels,Shoes
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/34864.jpg,Handbags,Bags
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/5008.jpg,Dresses,Clothing
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/33621.jpg,Wallets,Bags
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/52616.jpg,Handbags,Bags
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/16754.jpg,Clutches,Bags
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/22561.jpg,Handbags,Bags
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/17686.jpg,Heels,Shoes
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/46818.jpg,Heels,Shoes
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/2671.jpg,Handbags,Bags
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/46216.jpg,Dresses,Clothing
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/13014.jpg,Heels,Shoes
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/33413.jpg,Handbags,Bags
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/13470.jpg,Dresses,Clothing
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/36505.jpg,Handbags,Bags
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/20460.jpg,Handbags,Bags
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/47592.jpg,Heels,Shoes
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/54185.jpg,Handbags,Bags
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/13484.jpg,Casual Shoes,Shoes
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/21546.jpg,Handbags,Bags
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/20494.jpg,Wallets,Bags
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/37423.jpg,Handbags,Bags
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/41691.jpg,Heels,Shoes
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/47566.jpg,Heels,Shoes
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/6641.jpg,Sports Shoes,Shoes
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/35146.jpg,Clutches,Bags
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/24662.jpg,Casual Shoes,Shoes
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/17672.jpg,Heels,Shoes
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/47330.jpg,Handbags,Bags
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/59038.jpg,Flats,Shoes
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/43931.jpg,Heels,Shoes
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/38692.jpg,Handbags,Bags
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/39572.jpg,Heels,Shoes
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/41468.jpg,Casual Shoes,Shoes
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/53991.jpg,Handbags,Bags
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/22308.jpg,Heels,Shoes
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/54388.jpg,Handbags,Bags
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/49605.jpg,Heels,Shoes
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/56887.jpg,Heels,Shoes
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/42689.jpg,Flats,Shoes
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/9094.jpg,Handbags,Bags
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/31975.jpg,Sports Shoes,Shoes
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/46827.jpg,Heels,Shoes
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/51890.jpg,Wallets,Bags
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/48181.jpg,Handbags,Bags
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/14800.jpg,Handbags,Bags
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/36996.jpg,Handbags,Bags
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/37078.jpg,Handbags,Bags
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/56873.jpg,Heels,Shoes
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/48175.jpg,Handbags,Bags
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/54972.jpg,Dresses,Clothing
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/47559.jpg,Heels,Shoes
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/45800.jpg,Heels,Shoes
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/39586.jpg,Heels,Shoes
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/38454.jpg,Handbags,Bags
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/18053.jpg,Wallets,Bags
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/25124.jpg,Clutches,Bags
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/20456.jpg,Wallets,Bags
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/27673.jpg,Handbags,Bags
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/54381.jpg,Wallets,Bags
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/43938.jpg,Heels,Shoes
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/13674.jpg,Casual Shoes,Shoes
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/14451.jpg,Heels,Shoes
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/50177.jpg,Heels,Shoes
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/16762.jpg,Handbags,Bags
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/48188.jpg,Handbags,Bags
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/2647.jpg,Handbags,Bags
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/13210.jpg,Sports Shoes,Shoes
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/51899.jpg,Wallets,Bags
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/14809.jpg,Handbags,Bags
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/33617.jpg,Wallets,Bags
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/33425.jpg,Handbags,Bags
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/34600.jpg,Dresses,Clothing
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/55637.jpg,Heels,Shoes
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/50183.jpg,Handbags,Bags
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/24654.jpg,Handbags,Bags
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/53706.jpg,Handbags,Bags
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/24466.jpg,Sports Shoes,Shoes
/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/FashionData/images/37071.jpg,Handbags,Bags
