filename,group,subcategory,split,filepath
22009.jpg,Bags,Shoulder Bags,fashion_extra,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/FashionDataset/images/22009.jpg
53994.jpg,Bags,Shoulder Bags,fashion_extra,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/FashionDataset/images/53994.jpg
53668.jpg,Bags,Shoulder Bags,fashion_extra,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/FashionDataset/images/53668.jpg
46981.jpg,Bags,Shoulder Bags,fashion_extra,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/FashionDataset/images/46981.jpg
47354.jpg,Bags,Shoulder Bags,fashion_extra,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/FashionDataset/images/47354.jpg
25185.jpg,Bags,Shoulder Bags,fashion_extra,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/FashionDataset/images/25185.jpg
26435.jpg,Bags,Shoulder Bags,fashion_extra,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/FashionDataset/images/26435.jpg
58176.jpg,Bags,Shoulder Bags,fashion_extra,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/FashionDataset/images/58176.jpg
37429.jpg,Bags,Shoulder Bags,fashion_extra,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/FashionDataset/images/37429.jpg
43271.jpg,Bags,Shoulder Bags,fashion_extra,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/FashionDataset/images/43271.jpg
42873.jpg,Bags,Shoulder Bags,fashion_extra,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/FashionDataset/images/42873.jpg
53067.jpg,Bags,Shoulder Bags,fashion_extra,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/FashionDataset/images/53067.jpg
53708.jpg,Bags,Shoulder Bags,fashion_extra,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/FashionDataset/images/53708.jpg
48130.jpg,Bags,Shoulder Bags,fashion_extra,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/FashionDataset/images/48130.jpg
17130.jpg,Bags,Shoulder Bags,fashion_extra,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/FashionDataset/images/17130.jpg
34729.jpg,Bags,Shoulder Bags,fashion_extra,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/FashionDataset/images/34729.jpg
168074.jpg,Clothing,long sleeve dress,train,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/DeepFashion2/deepfashion2_original_images/train/image/168074.jpg
022097.jpg,Clothing,long sleeve dress,validation,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/DeepFashion2/deepfashion2_original_images/validation/image/022097.jpg
164959.jpg,Clothing,long sleeve dress,train,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/DeepFashion2/deepfashion2_original_images/train/image/164959.jpg
100919.jpg,Clothing,long sleeve dress,train,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/DeepFashion2/deepfashion2_original_images/train/image/100919.jpg
069127.jpg,Clothing,long sleeve dress,train,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/DeepFashion2/deepfashion2_original_images/train/image/069127.jpg
034316.jpg,Clothing,long sleeve dress,train,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/DeepFashion2/deepfashion2_original_images/train/image/034316.jpg
116378.jpg,Clothing,long sleeve dress,train,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/DeepFashion2/deepfashion2_original_images/train/image/116378.jpg
161278.jpg,Clothing,long sleeve dress,train,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/DeepFashion2/deepfashion2_original_images/train/image/161278.jpg
072939.jpg,Clothing,long sleeve dress,train,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/DeepFashion2/deepfashion2_original_images/train/image/072939.jpg
000234.jpg,Clothing,long sleeve dress,train,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/DeepFashion2/deepfashion2_original_images/train/image/000234.jpg
021315.jpg,Clothing,long sleeve dress,train,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/DeepFashion2/deepfashion2_original_images/train/image/021315.jpg
107691.jpg,Clothing,long sleeve dress,train,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/DeepFashion2/deepfashion2_original_images/train/image/107691.jpg
122656.jpg,Clothing,long sleeve dress,train,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/DeepFashion2/deepfashion2_original_images/train/image/122656.jpg
145713.jpg,Clothing,long sleeve dress,train,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/DeepFashion2/deepfashion2_original_images/train/image/145713.jpg
150150.jpg,Clothing,long sleeve dress,train,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/DeepFashion2/deepfashion2_original_images/train/image/150150.jpg
083817.jpg,Clothing,long sleeve dress,train,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/DeepFashion2/deepfashion2_original_images/train/image/083817.jpg
145092.jpg,Clothing,long sleeve dress,train,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/DeepFashion2/deepfashion2_original_images/train/image/145092.jpg
120615.jpg,Clothing,long sleeve dress,train,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/DeepFashion2/deepfashion2_original_images/train/image/120615.jpg
076411.jpg,Clothing,long sleeve dress,train,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/DeepFashion2/deepfashion2_original_images/train/image/076411.jpg
101528.jpg,Clothing,long sleeve dress,train,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/DeepFashion2/deepfashion2_original_images/train/image/101528.jpg
033021.jpg,Clothing,long sleeve dress,train,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/DeepFashion2/deepfashion2_original_images/train/image/033021.jpg
000223.jpg,Clothing,long sleeve dress,train,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/DeepFashion2/deepfashion2_original_images/train/image/000223.jpg
184359.jpg,Clothing,long sleeve dress,train,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/DeepFashion2/deepfashion2_original_images/train/image/184359.jpg
004837.jpg,Clothing,long sleeve dress,validation,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/DeepFashion2/deepfashion2_original_images/validation/image/004837.jpg
140495.jpg,Clothing,long sleeve dress,train,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/DeepFashion2/deepfashion2_original_images/train/image/140495.jpg
023130.jpg,Clothing,long sleeve dress,train,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/DeepFashion2/deepfashion2_original_images/train/image/023130.jpg
003525.jpg,Clothing,long sleeve dress,validation,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/DeepFashion2/deepfashion2_original_images/validation/image/003525.jpg
000163.jpg,Clothing,long sleeve dress,validation,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/DeepFashion2/deepfashion2_original_images/validation/image/000163.jpg
168056.jpg,Clothing,long sleeve dress,train,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/DeepFashion2/deepfashion2_original_images/train/image/168056.jpg
069135.jpg,Clothing,long sleeve dress,train,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/DeepFashion2/deepfashion2_original_images/train/image/069135.jpg
121950.jpg,Clothing,long sleeve dress,train,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/DeepFashion2/deepfashion2_original_images/train/image/121950.jpg
001076.jpg,Clothing,long sleeve dress,train,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/DeepFashion2/deepfashion2_original_images/train/image/001076.jpg
143733.jpg,Clothing,long sleeve dress,train,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/DeepFashion2/deepfashion2_original_images/train/image/143733.jpg
099055.jpg,Clothing,long sleeve dress,train,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/DeepFashion2/deepfashion2_original_images/train/image/099055.jpg
109706.jpg,Clothing,long sleeve dress,train,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/DeepFashion2/deepfashion2_original_images/train/image/109706.jpg
107683.jpg,Clothing,long sleeve dress,train,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/DeepFashion2/deepfashion2_original_images/train/image/107683.jpg
018196.jpg,Clothing,long sleeve dress,train,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/DeepFashion2/deepfashion2_original_images/train/image/018196.jpg
150380.jpg,Clothing,long sleeve dress,train,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/DeepFashion2/deepfashion2_original_images/train/image/150380.jpg
009572.jpg,Clothing,long sleeve dress,validation,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/DeepFashion2/deepfashion2_original_images/validation/image/009572.jpg
070642.jpg,Clothing,long sleeve dress,train,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/DeepFashion2/deepfashion2_original_images/train/image/070642.jpg
051149.jpg,Clothing,long sleeve dress,train,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/DeepFashion2/deepfashion2_original_images/train/image/051149.jpg
125473.jpg,Clothing,long sleeve dress,train,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/DeepFashion2/deepfashion2_original_images/train/image/125473.jpg
011890.jpg,Clothing,long sleeve dress,validation,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/DeepFashion2/deepfashion2_original_images/validation/image/011890.jpg
019273.jpg,Clothing,long sleeve dress,validation,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/DeepFashion2/deepfashion2_original_images/validation/image/019273.jpg
003972.jpg,Clothing,long sleeve dress,train,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/DeepFashion2/deepfashion2_original_images/train/image/003972.jpg
086703.jpg,Clothing,long sleeve dress,train,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/DeepFashion2/deepfashion2_original_images/train/image/086703.jpg
011277.jpg,Clothing,long sleeve dress,train,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/DeepFashion2/deepfashion2_original_images/train/image/011277.jpg
176835.jpg,Clothing,long sleeve dress,train,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/DeepFashion2/deepfashion2_original_images/train/image/176835.jpg
148645.jpg,Clothing,long sleeve dress,train,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/DeepFashion2/deepfashion2_original_images/train/image/148645.jpg
057107.jpg,Clothing,long sleeve dress,train,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/DeepFashion2/deepfashion2_original_images/train/image/057107.jpg
043568.jpg,Clothing,long sleeve dress,train,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/DeepFashion2/deepfashion2_original_images/train/image/043568.jpg
011814.jpg,Clothing,long sleeve dress,validation,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/DeepFashion2/deepfashion2_original_images/validation/image/011814.jpg
121943.jpg,Clothing,long sleeve dress,train,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/DeepFashion2/deepfashion2_original_images/train/image/121943.jpg
027020.jpg,Clothing,long sleeve dress,train,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/DeepFashion2/deepfashion2_original_images/train/image/027020.jpg
182885.jpg,Clothing,long sleeve dress,train,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/DeepFashion2/deepfashion2_original_images/train/image/182885.jpg
137465.jpg,Clothing,long sleeve dress,train,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/DeepFashion2/deepfashion2_original_images/train/image/137465.jpg
044499.jpg,Clothing,long sleeve dress,train,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/DeepFashion2/deepfashion2_original_images/train/image/044499.jpg
105570.jpg,Clothing,long sleeve dress,train,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/DeepFashion2/deepfashion2_original_images/train/image/105570.jpg
066827.jpg,Clothing,long sleeve dress,train,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/DeepFashion2/deepfashion2_original_images/train/image/066827.jpg
176841.jpg,Clothing,long sleeve dress,train,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/DeepFashion2/deepfashion2_original_images/train/image/176841.jpg
184081.jpg,Clothing,long sleeve dress,train,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/DeepFashion2/deepfashion2_original_images/train/image/184081.jpg
022918.jpg,Clothing,long sleeve dress,train,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/DeepFashion2/deepfashion2_original_images/train/image/022918.jpg
025626.jpg,Clothing,long sleeve dress,validation,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/DeepFashion2/deepfashion2_original_images/validation/image/025626.jpg
013140.jpg,Clothing,long sleeve dress,train,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/DeepFashion2/deepfashion2_original_images/train/image/013140.jpg
136302.jpg,Clothing,long sleeve dress,train,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/DeepFashion2/deepfashion2_original_images/train/image/136302.jpg
005022.jpg,Clothing,long sleeve dress,validation,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/DeepFashion2/deepfashion2_original_images/validation/image/005022.jpg
126702.jpg,Clothing,long sleeve dress,train,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/DeepFashion2/deepfashion2_original_images/train/image/126702.jpg
134383.jpg,Clothing,long sleeve dress,train,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/DeepFashion2/deepfashion2_original_images/train/image/134383.jpg
011606.jpg,Clothing,long sleeve dress,validation,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/DeepFashion2/deepfashion2_original_images/validation/image/011606.jpg
139029.jpg,Clothing,long sleeve dress,train,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/DeepFashion2/deepfashion2_original_images/train/image/139029.jpg
102705.jpg,Clothing,long sleeve dress,train,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/DeepFashion2/deepfashion2_original_images/train/image/102705.jpg
184059.jpg,Clothing,long sleeve dress,train,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/DeepFashion2/deepfashion2_original_images/train/image/184059.jpg
010684.jpg,Clothing,long sleeve dress,train,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/DeepFashion2/deepfashion2_original_images/train/image/010684.jpg
006914.jpg,Clothing,long sleeve dress,train,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/DeepFashion2/deepfashion2_original_images/train/image/006914.jpg
138704.jpg,Clothing,long sleeve dress,train,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/DeepFashion2/deepfashion2_original_images/train/image/138704.jpg
185760.jpg,Clothing,long sleeve dress,train,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/DeepFashion2/deepfashion2_original_images/train/image/185760.jpg
150427.jpg,Clothing,long sleeve dress,train,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/DeepFashion2/deepfashion2_original_images/train/image/150427.jpg
003112.jpg,Clothing,long sleeve dress,train,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/DeepFashion2/deepfashion2_original_images/train/image/003112.jpg
158255.jpg,Clothing,long sleeve dress,train,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/DeepFashion2/deepfashion2_original_images/train/image/158255.jpg
145716.jpg,Clothing,long sleeve dress,train,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/DeepFashion2/deepfashion2_original_images/train/image/145716.jpg
095687.jpg,Clothing,long sleeve dress,train,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/DeepFashion2/deepfashion2_original_images/train/image/095687.jpg
172729.jpg,Clothing,long sleeve dress,train,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/DeepFashion2/deepfashion2_original_images/train/image/172729.jpg
173451.jpg,Clothing,long sleeve dress,train,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/DeepFashion2/deepfashion2_original_images/train/image/173451.jpg
009369.jpg,Clothing,long sleeve dress,train,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/DeepFashion2/deepfashion2_original_images/train/image/009369.jpg
082690.jpg,Clothing,long sleeve dress,train,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/DeepFashion2/deepfashion2_original_images/train/image/082690.jpg
117786.jpg,Clothing,long sleeve dress,train,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/DeepFashion2/deepfashion2_original_images/train/image/117786.jpg
030574.jpg,Clothing,long sleeve dress,train,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/DeepFashion2/deepfashion2_original_images/train/image/030574.jpg
056892.jpg,Clothing,long sleeve dress,train,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/DeepFashion2/deepfashion2_original_images/train/image/056892.jpg
056885.jpg,Clothing,long sleeve dress,train,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/DeepFashion2/deepfashion2_original_images/train/image/056885.jpg
072759.jpg,Clothing,long sleeve dress,train,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/DeepFashion2/deepfashion2_original_images/train/image/072759.jpg
027019.jpg,Clothing,long sleeve dress,train,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/DeepFashion2/deepfashion2_original_images/train/image/027019.jpg
115504.jpg,Clothing,long sleeve dress,train,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/DeepFashion2/deepfashion2_original_images/train/image/115504.jpg
143345.jpg,Clothing,long sleeve dress,train,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/DeepFashion2/deepfashion2_original_images/train/image/143345.jpg
110117.jpg,Clothing,long sleeve dress,train,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/DeepFashion2/deepfashion2_original_images/train/image/110117.jpg
176989.jpg,Clothing,long sleeve dress,train,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/DeepFashion2/deepfashion2_original_images/train/image/176989.jpg
067185.jpg,Clothing,long sleeve dress,train,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/DeepFashion2/deepfashion2_original_images/train/image/067185.jpg
028663.jpg,Clothing,long sleeve dress,validation,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/DeepFashion2/deepfashion2_original_images/validation/image/028663.jpg
142315.jpg,Clothing,long sleeve dress,train,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/DeepFashion2/deepfashion2_original_images/train/image/142315.jpg
091829.jpg,Clothing,long sleeve dress,train,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/DeepFashion2/deepfashion2_original_images/train/image/091829.jpg
014047.jpg,Clothing,long sleeve dress,validation,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/DeepFashion2/deepfashion2_original_images/validation/image/014047.jpg
056888.jpg,Clothing,long sleeve dress,train,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/DeepFashion2/deepfashion2_original_images/train/image/056888.jpg
066837.jpg,Clothing,long sleeve dress,train,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/DeepFashion2/deepfashion2_original_images/train/image/066837.jpg
151539.jpg,Clothing,long sleeve dress,train,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/DeepFashion2/deepfashion2_original_images/train/image/151539.jpg
052933.jpg,Clothing,long sleeve dress,train,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/DeepFashion2/deepfashion2_original_images/train/image/052933.jpg
054497.jpg,Clothing,long sleeve dress,train,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/DeepFashion2/deepfashion2_original_images/train/image/054497.jpg
106670.jpg,Clothing,long sleeve dress,train,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/DeepFashion2/deepfashion2_original_images/train/image/106670.jpg
000217.jpg,Clothing,long sleeve dress,train,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/DeepFashion2/deepfashion2_original_images/train/image/000217.jpg
000220.jpg,Clothing,long sleeve dress,train,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/DeepFashion2/deepfashion2_original_images/train/image/000220.jpg
002209.jpg,Clothing,long sleeve dress,train,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/DeepFashion2/deepfashion2_original_images/train/image/002209.jpg
078202.jpg,Clothing,long sleeve dress,train,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/DeepFashion2/deepfashion2_original_images/train/image/078202.jpg
125961.jpg,Clothing,long sleeve dress,train,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/DeepFashion2/deepfashion2_original_images/train/image/125961.jpg
047769.jpg,Clothing,long sleeve dress,train,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/DeepFashion2/deepfashion2_original_images/train/image/047769.jpg
112651.jpg,Clothing,long sleeve dress,train,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/DeepFashion2/deepfashion2_original_images/train/image/112651.jpg
050187.jpg,Clothing,long sleeve dress,train,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/DeepFashion2/deepfashion2_original_images/train/image/050187.jpg
020510.jpg,Clothing,long sleeve dress,validation,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/DeepFashion2/deepfashion2_original_images/validation/image/020510.jpg
038386.jpg,Clothing,long sleeve dress,train,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/DeepFashion2/deepfashion2_original_images/train/image/038386.jpg
101353.jpg,Clothing,long sleeve dress,train,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/DeepFashion2/deepfashion2_original_images/train/image/101353.jpg
112511.jpg,Clothing,long sleeve dress,train,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/DeepFashion2/deepfashion2_original_images/train/image/112511.jpg
072760.jpg,Clothing,long sleeve dress,train,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/DeepFashion2/deepfashion2_original_images/train/image/072760.jpg
139015.jpg,Clothing,long sleeve dress,train,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/DeepFashion2/deepfashion2_original_images/train/image/139015.jpg
137789.jpg,Clothing,long sleeve dress,train,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/DeepFashion2/deepfashion2_original_images/train/image/137789.jpg
082179.jpg,Clothing,long sleeve dress,train,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/DeepFashion2/deepfashion2_original_images/train/image/082179.jpg
142157.jpg,Clothing,long sleeve dress,train,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/DeepFashion2/deepfashion2_original_images/train/image/142157.jpg
150166.jpg,Clothing,long sleeve dress,train,/Users/hossein/Desktop/School/deep_learning_TDIS22/hierarchical-image-classification/data/fashion_dataset/DeepFashion2/deepfashion2_original_images/train/image/150166.jpg
